,Score,Accuracy,,Seq,Rows,Train Size,,,,,,,
1794,-0.661114539,0.584666667,,2,"1,030,000",0.25,,,,,,,
1795,-0.520473907,0.594444444,,2,"1,030,000",0.3,,,,,,,
1796,-0.461773132,0.610444444,,2,"1,030,000",0.35,,,,,,,
1797,-0.341131467,0.624666667,,2,"1,030,000",0.4,,,,,,,
1798,-0.177183563,0.646444444,,2,"1,030,000",0.45,,,,,,,
1799,-0.198576066,0.648,,2,"1,030,000",0.5,,,,,,,
1800,-0.624035092,0.582666667,,2,"1,040,000",0.25,,,,,,,
1801,-0.488355578,0.592222222,,2,"1,040,000",0.3,,,,,,,
1802,-0.36947186,0.607555556,,2,"1,040,000",0.35,,,,,,,
1803,-0.358376303,0.627777778,,2,"1,040,000",0.4,,,,,,,
1804,-0.19855023,0.638222222,,2,"1,040,000",0.45,,,,,,,
1805,-0.207186541,0.65,,2,"1,040,000",0.5,,,,,,,
1806,-0.672427191,0.580222222,,2,"1,050,000",0.25,,,,,,,
1807,-0.483759071,0.588444444,,2,"1,050,000",0.3,,,,,,,
1808,-0.441252931,0.608888889,,2,"1,050,000",0.35,,,,,,,
1809,-0.332080189,0.627333333,,2,"1,050,000",0.4,,,,,,,
1810,-0.196670806,0.641777778,,2,"1,050,000",0.45,,,,,,,
1811,-0.187606464,0.650444444,,2,"1,050,000",0.5,,,,,,,
1812,-0.610287354,0.578666667,,2,"1,060,000",0.25,,,,,,,
1813,-0.504280046,0.586222222,,2,"1,060,000",0.3,,,,,,,
1814,-0.400706623,0.611111111,,2,"1,060,000",0.35,,,,,,,
1815,-0.34808384,0.630666667,,2,"1,060,000",0.4,,,,,,,
1816,-0.217637773,0.648444444,,2,"1,060,000",0.45,,,,,,,
1817,-0.189198398,0.648222222,,2,"1,060,000",0.5,,,,,,,
1818,-0.600424149,0.577777778,,2,"1,070,000",0.25,,,,,,,
1819,-0.537917874,0.588222222,,2,"1,070,000",0.3,,,,,,,
1820,-0.431392468,0.612888889,,2,"1,070,000",0.35,,,,,,,
1821,-0.312943562,0.626,,2,"1,070,000",0.4,,,,,,,
1822,-0.163197925,0.639111111,,2,"1,070,000",0.45,,,,,,,
1823,-0.173909222,0.65,,2,"1,070,000",0.5,,,,,,,
1824,-0.633744849,0.583555556,,2,"1,080,000",0.25,,,,,,,
1825,-0.566054973,0.588666667,,2,"1,080,000",0.3,,,,,,,
1826,-0.432767604,0.608222222,,2,"1,080,000",0.35,,,,,,,
1827,-0.335780778,0.628444444,,2,"1,080,000",0.4,,,,,,,
1828,-0.206851026,0.638444444,,2,"1,080,000",0.45,,,,,,,
1829,-0.214994735,0.652,,2,"1,080,000",0.5,,,,,,,
1830,-0.645561987,0.581333333,,2,"1,090,000",0.25,,,,,,,
1831,-0.507667776,0.587555556,,2,"1,090,000",0.3,,,,,,,
1832,-0.404511058,0.613555556,,2,"1,090,000",0.35,,,,,,,
1833,-0.351523398,0.624,,2,"1,090,000",0.4,,,,,,,
1834,-0.16775171,0.642,,2,"1,090,000",0.45,,,,,,,
1835,-0.21782188,0.652888889,,2,"1,090,000",0.5,,,,,,,
1836,-0.587452629,0.580666667,,2,"1,100,000",0.25,,,,,,,
1837,-0.551948972,0.582222222,,2,"1,100,000",0.3,,,,,,,
1838,-0.447204801,0.610666667,,2,"1,100,000",0.35,,,,,,,
1839,-0.321726,0.627555556,,2,"1,100,000",0.4,,,,,,,
1840,-0.238407318,0.644222222,,2,"1,100,000",0.45,,,,,,,
1841,-0.21553803,0.645333333,,2,"1,100,000",0.5,,,,,,,
1842,-0.566991501,0.583333333,,2,"1,110,000",0.25,,,,,,,
1843,-0.528680208,0.594888889,,2,"1,110,000",0.3,,,,,,,
1844,-0.41356754,0.614666667,,2,"1,110,000",0.35,,,,,,,
1845,-0.359220193,0.624666667,,2,"1,110,000",0.4,,,,,,,
1846,-0.148499818,0.648,,2,"1,110,000",0.45,,,,,,,
1847,-0.187074009,0.653111111,,2,"1,110,000",0.5,,,,,,,
1848,-0.581277434,0.583777778,,2,"1,120,000",0.25,,,,,,,
1849,-0.52905644,0.594888889,,2,"1,120,000",0.3,,,,,,,
1850,-0.42269588,0.610888889,,2,"1,120,000",0.35,,,,,,,
1851,-0.369615942,0.631111111,,2,"1,120,000",0.4,,,,,,,
1852,-0.178668225,0.643333333,,2,"1,120,000",0.45,,,,,,,
1853,-0.173630131,0.650222222,,2,"1,120,000",0.5,,,,,,,
1854,-0.602260787,0.583777778,,2,"1,130,000",0.25,,,,,,,
1855,-0.540682172,0.587555556,,2,"1,130,000",0.3,,,,,,,
1856,-0.387184305,0.615777778,,2,"1,130,000",0.35,,,,,,,
1857,-0.371855944,0.628888889,,2,"1,130,000",0.4,,,,,,,
1858,-0.17427999,0.640666667,,2,"1,130,000",0.45,,,,,,,
1859,-0.207726889,0.649111111,,2,"1,130,000",0.5,,,,,,,
1860,-0.579821446,0.579555556,,2,"1,140,000",0.25,,,,,,,
1861,-0.539731558,0.593777778,,2,"1,140,000",0.3,,,,,,,
1862,-0.444054267,0.608222222,,2,"1,140,000",0.35,,,,,,,
1863,-0.333940971,0.629111111,,2,"1,140,000",0.4,,,,,,,
1864,-0.191169344,0.641333333,,2,"1,140,000",0.45,,,,,,,
1865,-0.214650444,0.655777778,,2,"1,140,000",0.5,,,,,,,
1866,-0.641804409,0.587777778,,2,"1,150,000",0.25,,,,,,,
1867,-0.416818969,0.594222222,,2,"1,150,000",0.3,,,,,,,
1868,-0.400486338,0.604444444,,2,"1,150,000",0.35,,,,,,,
1869,-0.352068596,0.628,,2,"1,150,000",0.4,,,,,,,
1870,-0.196157266,0.638,,2,"1,150,000",0.45,,,,,,,
1871,-0.210007818,0.653333333,,2,"1,150,000",0.5,,,,,,,
1872,-0.638329458,0.587333333,,2,"1,160,000",0.25,,,,,,,
1873,-0.521941345,0.593555556,,2,"1,160,000",0.3,,,,,,,
1874,-0.434234347,0.610444444,,2,"1,160,000",0.35,,,,,,,
1875,-0.346179012,0.620888889,,2,"1,160,000",0.4,,,,,,,
1876,-0.193339649,0.644222222,,2,"1,160,000",0.45,,,,,,,
1877,-0.202520001,0.651555556,,2,"1,160,000",0.5,,,,,,,
1878,-0.578021004,0.582666667,,2,"1,170,000",0.25,,,,,,,
1879,-0.553137996,0.588,,2,"1,170,000",0.3,,,,,,,
1880,-0.481351102,0.606222222,,2,"1,170,000",0.35,,,,,,,
1881,-0.326879327,0.633111111,,2,"1,170,000",0.4,,,,,,,
1882,-0.184492689,0.641333333,,2,"1,170,000",0.45,,,,,,,
1883,-0.18014081,0.654222222,,2,"1,170,000",0.5,,,,,,,
1884,-0.624592738,0.580888889,,2,"1,180,000",0.25,,,,,,,
1885,-0.459778068,0.590444444,,2,"1,180,000",0.3,,,,,,,
1886,-0.420026137,0.609333333,,2,"1,180,000",0.35,,,,,,,
1887,-0.344494232,0.629333333,,2,"1,180,000",0.4,,,,,,,
1888,-0.168135285,0.643777778,,2,"1,180,000",0.45,,,,,,,
1889,-0.187467144,0.656444444,,2,"1,180,000",0.5,,,,,,,
1890,-0.600348358,0.586888889,,2,"1,190,000",0.25,,,,,,,
1891,-0.516720629,0.593555556,,2,"1,190,000",0.3,,,,,,,
1892,-0.440274046,0.611555556,,2,"1,190,000",0.35,,,,,,,
1893,-0.337158601,0.628444444,,2,"1,190,000",0.4,,,,,,,
1894,-0.224081531,0.639333333,,2,"1,190,000",0.45,,,,,,,
1895,-0.208282942,0.651111111,,2,"1,190,000",0.5,,,,,,,
1896,-0.582319381,0.583777778,,2,"1,200,000",0.25,,,,,,,
1897,-0.527818349,0.585777778,,2,"1,200,000",0.3,,,,,,,
1898,-0.480972842,0.610444444,,2,"1,200,000",0.35,,,,,,,
1899,-0.319797295,0.631777778,,2,"1,200,000",0.4,,,,,,,
1900,-0.214151071,0.645777778,,2,"1,200,000",0.45,,,,,,,
1901,-0.161578449,0.652444444,,2,"1,200,000",0.5,,,,,,,
1902,-0.614095592,0.582222222,,2,"1,210,000",0.25,,,,,,,
1903,-0.476612985,0.591111111,,2,"1,210,000",0.3,,,,,,,
1904,-0.432645738,0.605777778,,2,"1,210,000",0.35,,,,,,,
1905,-0.354211216,0.628666667,,2,"1,210,000",0.4,,,,,,,
1906,-0.176132257,0.646,,2,"1,210,000",0.45,,,,,,,
1907,-0.178657597,0.655555556,,2,"1,210,000",0.5,,,,,,,
1908,-0.586513174,0.584888889,,2,"1,220,000",0.25,,,,,,,
1909,-0.531006465,0.594888889,,2,"1,220,000",0.3,,,,,,,
1910,-0.445666677,0.603777778,,2,"1,220,000",0.35,,,,,,,
1911,-0.371488592,0.624222222,,2,"1,220,000",0.4,,,,,,,
1912,-0.163045283,0.642444444,,2,"1,220,000",0.45,,,,,,,
1913,-0.164860111,0.656,,2,"1,220,000",0.5,,,,,,,
1914,-0.663110665,0.582888889,,2,"1,230,000",0.25,,,,,,,
1915,-0.539765189,0.591777778,,2,"1,230,000",0.3,,,,,,,
1916,-0.453469211,0.609777778,,2,"1,230,000",0.35,,,,,,,
1917,-0.309584479,0.622666667,,2,"1,230,000",0.4,,,,,,,
1918,-0.179189746,0.637777778,,2,"1,230,000",0.45,,,,,,,
1919,-0.189955134,0.651555556,,2,"1,230,000",0.5,,,,,,,
1920,-0.637231085,0.585111111,,2,"1,240,000",0.25,,,,,,,
1921,-0.555981703,0.585555556,,2,"1,240,000",0.3,,,,,,,
1922,-0.376831567,0.604222222,,2,"1,240,000",0.35,,,,,,,
1923,-0.305382314,0.624222222,,2,"1,240,000",0.4,,,,,,,
1924,-0.186415318,0.641777778,,2,"1,240,000",0.45,,,,,,,
1925,-0.200200702,0.653555556,,2,"1,240,000",0.5,,,,,,,
1926,-0.631278178,0.585777778,,2,"1,250,000",0.25,,,,,,,
1927,-0.481322905,0.591555556,,2,"1,250,000",0.3,,,,,,,
1928,-0.442934993,0.608666667,,2,"1,250,000",0.35,,,,,,,
1929,-0.327622045,0.626666667,,2,"1,250,000",0.4,,,,,,,
1930,-0.188195005,0.642666667,,2,"1,250,000",0.45,,,,,,,
1931,-0.229856098,0.652888889,,2,"1,250,000",0.5,,,,,,,
1932,-0.623163221,0.585333333,,2,"1,260,000",0.25,,,,,,,
1933,-0.521125161,0.592222222,,2,"1,260,000",0.3,,,,,,,
1934,-0.403338835,0.615111111,,2,"1,260,000",0.35,,,,,,,
1935,-0.332583718,0.629555556,,2,"1,260,000",0.4,,,,,,,
1936,-0.191628789,0.639555556,,2,"1,260,000",0.45,,,,,,,
1937,-0.186580049,0.653333333,,2,"1,260,000",0.5,,,,,,,
1938,-0.575902937,0.584888889,,2,"1,270,000",0.25,,,,,,,
1939,-0.567976442,0.592444444,,2,"1,270,000",0.3,,,,,,,
1940,-0.35791925,0.611777778,,2,"1,270,000",0.35,,,,,,,
1941,-0.355869086,0.629555556,,2,"1,270,000",0.4,,,,,,,
1942,-0.182480629,0.649111111,,2,"1,270,000",0.45,,,,,,,
1943,-0.200804203,0.649333333,,2,"1,270,000",0.5,,,,,,,
1944,-0.581879978,0.589555556,,2,"1,280,000",0.25,,,,,,,
1945,-0.482730231,0.591111111,,2,"1,280,000",0.3,,,,,,,
1946,-0.442585381,0.611777778,,2,"1,280,000",0.35,,,,,,,
1947,-0.339513763,0.628666667,,2,"1,280,000",0.4,,,,,,,
1948,-0.176704552,0.643111111,,2,"1,280,000",0.45,,,,,,,
1949,-0.197188615,0.648,,2,"1,280,000",0.5,,,,,,,
1950,-0.581242179,0.583111111,,2,"1,290,000",0.25,,,,,,,
1951,-0.494346298,0.597555556,,2,"1,290,000",0.3,,,,,,,
1952,-0.422300295,0.617555556,,2,"1,290,000",0.35,,,,,,,
1953,-0.300205929,0.622666667,,2,"1,290,000",0.4,,,,,,,
1954,-0.165106374,0.646222222,,2,"1,290,000",0.45,,,,,,,
1955,-0.170707109,0.644,,2,"1,290,000",0.5,,,,,,,
1956,-0.598005666,0.579555556,,2,"1,300,000",0.25,,,,,,,
1957,-0.460285956,0.593111111,,2,"1,300,000",0.3,,,,,,,
1958,-0.470935491,0.615333333,,2,"1,300,000",0.35,,,,,,,
1959,-0.311945363,0.635333333,,2,"1,300,000",0.4,,,,,,,
1960,-0.156040594,0.643333333,,2,"1,300,000",0.45,,,,,,,
1961,-0.193102858,0.652444444,,2,"1,300,000",0.5,,,,,,,
1962,-0.616256073,0.583555556,,2,"1,310,000",0.25,,,,,,,
1963,-0.573416116,0.587555556,,2,"1,310,000",0.3,,,,,,,
1964,-0.438527786,0.608888889,,2,"1,310,000",0.35,,,,,,,
1965,-0.351394659,0.632,,2,"1,310,000",0.4,,,,,,,
1966,-0.128042692,0.642222222,,2,"1,310,000",0.45,,,,,,,
1967,-0.15931256,0.649111111,,2,"1,310,000",0.5,,,,,,,
1968,-0.588942979,0.581555556,,2,"1,320,000",0.25,,,,,,,
1969,-0.50463266,0.590666667,,2,"1,320,000",0.3,,,,,,,
1970,-0.424709707,0.607555556,,2,"1,320,000",0.35,,,,,,,
1971,-0.297195185,0.627777778,,2,"1,320,000",0.4,,,,,,,
1972,-0.172222327,0.648666667,,2,"1,320,000",0.45,,,,,,,
1973,-0.170568096,0.653777778,,2,"1,320,000",0.5,,,,,,,
1974,-0.626485281,0.582222222,,2,"1,330,000",0.25,,,,,,,
1975,-0.509775141,0.595555556,,2,"1,330,000",0.3,,,,,,,
1976,-0.407457831,0.609333333,,2,"1,330,000",0.35,,,,,,,
1977,-0.304947346,0.626222222,,2,"1,330,000",0.4,,,,,,,
1978,-0.206356152,0.644444444,,2,"1,330,000",0.45,,,,,,,
1979,-0.219507902,0.653555556,,2,"1,330,000",0.5,,,,,,,
1980,-0.640481063,0.577111111,,2,"1,340,000",0.25,,,,,,,
1981,-0.55410973,0.588,,2,"1,340,000",0.3,,,,,,,
1982,-0.4319198,0.615333333,,2,"1,340,000",0.35,,,,,,,
1983,-0.31786391,0.625333333,,2,"1,340,000",0.4,,,,,,,
1984,-0.202272856,0.639111111,,2,"1,340,000",0.45,,,,,,,
1985,-0.182123636,0.651555556,,2,"1,340,000",0.5,,,,,,,
1986,-0.598852489,0.586222222,,2,"1,350,000",0.25,,,,,,,
1987,-0.463283834,0.598666667,,2,"1,350,000",0.3,,,,,,,
1988,-0.448571565,0.610444444,,2,"1,350,000",0.35,,,,,,,
1989,-0.330147509,0.629111111,,2,"1,350,000",0.4,,,,,,,
1990,-0.188620823,0.637555556,,2,"1,350,000",0.45,,,,,,,
1991,-0.175679871,0.650666667,,2,"1,350,000",0.5,,,,,,,
1992,-0.631556802,0.577333333,,2,"1,360,000",0.25,,,,,,,
1993,-0.506379086,0.588444444,,2,"1,360,000",0.3,,,,,,,
1994,-0.405114087,0.616,,2,"1,360,000",0.35,,,,,,,
1995,-0.344608756,0.625777778,,2,"1,360,000",0.4,,,,,,,
1996,-0.141982668,0.645777778,,2,"1,360,000",0.45,,,,,,,
1997,-0.192292123,0.653777778,,2,"1,360,000",0.5,,,,,,,
1998,-0.636595268,0.575777778,,2,"1,370,000",0.25,,,,,,,
1999,-0.559233957,0.598,,2,"1,370,000",0.3,,,,,,,
2000,-0.427315567,0.601111111,,2,"1,370,000",0.35,,,,,,,
2001,-0.346546037,0.624666667,,2,"1,370,000",0.4,,,,,,,
2002,-0.221702398,0.644222222,,2,"1,370,000",0.45,,,,,,,
2003,-0.185185547,0.653777778,,2,"1,370,000",0.5,,,,,,,
2004,-0.593686079,0.578666667,,2,"1,380,000",0.25,,,,,,,
2005,-0.529211501,0.594,,2,"1,380,000",0.3,,,,,,,
2006,-0.437687012,0.611333333,,2,"1,380,000",0.35,,,,,,,
2007,-0.361392747,0.629111111,,2,"1,380,000",0.4,,,,,,,
2008,-0.223363123,0.642666667,,2,"1,380,000",0.45,,,,,,,
2009,-0.180276536,0.647555556,,2,"1,380,000",0.5,,,,,,,
2010,-0.612872994,0.582,,2,"1,390,000",0.25,,,,,,,
2011,-0.47647854,0.595555556,,2,"1,390,000",0.3,,,,,,,
2012,-0.392785783,0.612222222,,2,"1,390,000",0.35,,,,,,,
2013,-0.340316084,0.629555556,,2,"1,390,000",0.4,,,,,,,
2014,-0.17777939,0.636666667,,2,"1,390,000",0.45,,,,,,,
2015,-0.165412765,0.650888889,,2,"1,390,000",0.5,,,,,,,
2016,-0.59860163,0.580666667,,2,"1,400,000",0.25,,,,,,,
2017,-0.562433572,0.594,,2,"1,400,000",0.3,,,,,,,
2018,-0.430815249,0.605777778,,2,"1,400,000",0.35,,,,,,,
2019,-0.295230436,0.630444444,,2,"1,400,000",0.4,,,,,,,
2020,-0.196311003,0.639111111,,2,"1,400,000",0.45,,,,,,,
2021,-0.172642025,0.652888889,,2,"1,400,000",0.5,,,,,,,
2022,-0.567941052,0.585111111,,2,"1,410,000",0.25,,,,,,,
2023,-0.514724914,0.587555556,,2,"1,410,000",0.3,,,,,,,
2024,-0.409011757,0.612666667,,2,"1,410,000",0.35,,,,,,,
2025,-0.334601492,0.628,,2,"1,410,000",0.4,,,,,,,
2026,-0.225289077,0.647111111,,2,"1,410,000",0.45,,,,,,,
2027,-0.135909561,0.659555556,,2,"1,410,000",0.5,,,,,,,
2028,-0.618116085,0.585333333,,2,"1,420,000",0.25,,,,,,,
2029,-0.516136824,0.592444444,,2,"1,420,000",0.3,,,,,,,
2030,-0.431809699,0.609111111,,2,"1,420,000",0.35,,,,,,,
2031,-0.328959172,0.626222222,,2,"1,420,000",0.4,,,,,,,
2032,-0.1845175,0.643111111,,2,"1,420,000",0.45,,,,,,,
2033,-0.207859529,0.648888889,,2,"1,420,000",0.5,,,,,,,
2034,-0.604448189,0.585555556,,2,"1,430,000",0.25,,,,,,,
2035,-0.458213638,0.595777778,,2,"1,430,000",0.3,,,,,,,
2036,-0.427815373,0.613333333,,2,"1,430,000",0.35,,,,,,,
2037,-0.343153192,0.628888889,,2,"1,430,000",0.4,,,,,,,
2038,-0.15274152,0.641555556,,2,"1,430,000",0.45,,,,,,,
2039,-0.176163721,0.651333333,,2,"1,430,000",0.5,,,,,,,
2040,-0.552754674,0.581777778,,2,"1,440,000",0.25,,,,,,,
2041,-0.503568352,0.591111111,,2,"1,440,000",0.3,,,,,,,
2042,-0.431560978,0.608666667,,2,"1,440,000",0.35,,,,,,,
2043,-0.366937867,0.626888889,,2,"1,440,000",0.4,,,,,,,
2044,-0.18175747,0.642888889,,2,"1,440,000",0.45,,,,,,,
2045,-0.212725155,0.651555556,,2,"1,440,000",0.5,,,,,,,
2046,-0.614059847,0.587111111,,2,"1,450,000",0.25,,,,,,,
2047,-0.58213294,0.590888889,,2,"1,450,000",0.3,,,,,,,
2048,-0.47622809,0.610222222,,2,"1,450,000",0.35,,,,,,,
2049,-0.332184183,0.630666667,,2,"1,450,000",0.4,,,,,,,
2050,-0.179406851,0.640888889,,2,"1,450,000",0.45,,,,,,,
2051,-0.182020732,0.650888889,,2,"1,450,000",0.5,,,,,,,
2052,-0.572783292,0.582888889,,2,"1,460,000",0.25,,,,,,,
2053,-0.48118596,0.593111111,,2,"1,460,000",0.3,,,,,,,
2054,-0.468738439,0.606444444,,2,"1,460,000",0.35,,,,,,,
2055,-0.339500728,0.628,,2,"1,460,000",0.4,,,,,,,
2056,-0.216380978,0.642888889,,2,"1,460,000",0.45,,,,,,,
2057,-0.184316323,0.654222222,,2,"1,460,000",0.5,,,,,,,
2058,-0.627296678,0.581333333,,2,"1,470,000",0.25,,,,,,,
2059,-0.568718719,0.590444444,,2,"1,470,000",0.3,,,,,,,
2060,-0.44613628,0.610222222,,2,"1,470,000",0.35,,,,,,,
2061,-0.333284574,0.624444444,,2,"1,470,000",0.4,,,,,,,
2062,-0.189869003,0.640444444,,2,"1,470,000",0.45,,,,,,,
2063,-0.173112962,0.645777778,,2,"1,470,000",0.5,,,,,,,
2064,-0.656991253,0.577111111,,2,"1,480,000",0.25,,,,,,,
2065,-0.529353093,0.593111111,,2,"1,480,000",0.3,,,,,,,
2066,-0.466042015,0.608888889,,2,"1,480,000",0.35,,,,,,,
2067,-0.341897184,0.627111111,,2,"1,480,000",0.4,,,,,,,
2068,-0.170116376,0.642222222,,2,"1,480,000",0.45,,,,,,,
2069,-0.199036326,0.648444444,,2,"1,480,000",0.5,,,,,,,
2070,-0.585169494,0.578666667,,2,"1,490,000",0.25,,,,,,,
2071,-0.490657231,0.595555556,,2,"1,490,000",0.3,,,,,,,
2072,-0.425693413,0.610888889,,2,"1,490,000",0.35,,,,,,,
2073,-0.299460636,0.631111111,,2,"1,490,000",0.4,,,,,,,
2074,-0.164346553,0.642,,2,"1,490,000",0.45,,,,,,,
2075,-0.176606751,0.650222222,,2,"1,490,000",0.5,,,,,,,
2076,-0.693331317,0.58,,2,"1,500,000",0.25,,,,,,,
2077,-0.47508965,0.592,,2,"1,500,000",0.3,,,,,,,
2078,-0.422918544,0.607333333,,2,"1,500,000",0.35,,,,,,,
2079,-0.369323792,0.630222222,,2,"1,500,000",0.4,,,,,,,
2080,-0.164303323,0.640666667,,2,"1,500,000",0.45,,,,,,,
2081,-0.157071913,0.647777778,,2,"1,500,000",0.5,,,,,,,
2082,-0.566515194,0.577777778,,2,"1,510,000",0.25,,,,,,,
2083,-0.550131881,0.592,,2,"1,510,000",0.3,,,,,,,
2084,-0.426480787,0.611555556,,2,"1,510,000",0.35,,,,,,,
2085,-0.361456489,0.621333333,,2,"1,510,000",0.4,,,,,,,
2086,-0.179614739,0.643777778,,2,"1,510,000",0.45,,,,,,,
2087,-0.206343688,0.654666667,,2,"1,510,000",0.5,,,,,,,
2088,-0.653835302,0.581111111,,2,"1,520,000",0.25,,,,,,,
2089,-0.517122467,0.593111111,,2,"1,520,000",0.3,,,,,,,
2090,-0.452577526,0.619333333,,2,"1,520,000",0.35,,,,,,,
2091,-0.319974389,0.630666667,,2,"1,520,000",0.4,,,,,,,
2092,-0.153806137,0.643777778,,2,"1,520,000",0.45,,,,,,,
2093,-0.172753185,0.651111111,,2,"1,520,000",0.5,,,,,,,
2094,-0.6039114,0.583555556,,2,"1,530,000",0.25,,,,,,,
2095,-0.476614918,0.588888889,,2,"1,530,000",0.3,,,,,,,
2096,-0.423384049,0.605777778,,2,"1,530,000",0.35,,,,,,,
2097,-0.350400918,0.628222222,,2,"1,530,000",0.4,,,,,,,
2098,-0.229573843,0.638444444,,2,"1,530,000",0.45,,,,,,,
2099,-0.146454635,0.653555556,,2,"1,530,000",0.5,,,,,,,
2100,-0.624088862,0.578,,2,"1,540,000",0.25,,,,,,,
2101,-0.527673454,0.592444444,,2,"1,540,000",0.3,,,,,,,
2102,-0.423946196,0.611333333,,2,"1,540,000",0.35,,,,,,,
2103,-0.302170112,0.624,,2,"1,540,000",0.4,,,,,,,
2104,-0.170482004,0.636888889,,2,"1,540,000",0.45,,,,,,,
2105,-0.171777129,0.650666667,,2,"1,540,000",0.5,,,,,,,
2106,-0.598663479,0.578444444,,2,"1,550,000",0.25,,,,,,,
2107,-0.561545854,0.594222222,,2,"1,550,000",0.3,,,,,,,
2108,-0.427252495,0.604,,2,"1,550,000",0.35,,,,,,,
2109,-0.335215095,0.630666667,,2,"1,550,000",0.4,,,,,,,
2110,-0.198897838,0.636444444,,2,"1,550,000",0.45,,,,,,,
2111,-0.176593323,0.648222222,,2,"1,550,000",0.5,,,,,,,
2112,-0.636258174,0.584666667,,2,"1,560,000",0.25,,,,,,,
2113,-0.551338154,0.587777778,,2,"1,560,000",0.3,,,,,,,
2114,-0.428369396,0.601555556,,2,"1,560,000",0.35,,,,,,,
2115,-0.342045001,0.631777778,,2,"1,560,000",0.4,,,,,,,
2116,-0.214600386,0.652444444,,2,"1,560,000",0.45,,,,,,,
2117,-0.159302263,0.652222222,,2,"1,560,000",0.5,,,,,,,
2118,-0.630049033,0.582666667,,2,"1,570,000",0.25,,,,,,,
2119,-0.53601227,0.587333333,,2,"1,570,000",0.3,,,,,,,
2120,-0.380130559,0.612666667,,2,"1,570,000",0.35,,,,,,,
2121,-0.321385559,0.629777778,,2,"1,570,000",0.4,,,,,,,
2122,-0.187370396,0.646888889,,2,"1,570,000",0.45,,,,,,,
2123,-0.145979877,0.662444444,,2,"1,570,000",0.5,,,,,,,
2124,-0.585020021,0.580666667,,2,"1,580,000",0.25,,,,,,,
2125,-0.511978709,0.590888889,,2,"1,580,000",0.3,,,,,,,
2126,-0.394126795,0.611777778,,2,"1,580,000",0.35,,,,,,,
2127,-0.298971682,0.628888889,,2,"1,580,000",0.4,,,,,,,
2128,-0.174040644,0.638,,2,"1,580,000",0.45,,,,,,,
2129,-0.192951076,0.652666667,,2,"1,580,000",0.5,,,,,,,
2130,-0.643885953,0.581333333,,2,"1,590,000",0.25,,,,,,,
2131,-0.545787357,0.591555556,,2,"1,590,000",0.3,,,,,,,
2132,-0.453775336,0.609555556,,2,"1,590,000",0.35,,,,,,,
2133,-0.385286639,0.629777778,,2,"1,590,000",0.4,,,,,,,
2134,-0.168020799,0.645111111,,2,"1,590,000",0.45,,,,,,,
2135,-0.210403864,0.649555556,,2,"1,590,000",0.5,,,,,,,
2136,-0.605141734,0.584888889,,2,"1,600,000",0.25,,,,,,,
2137,-0.510560537,0.597777778,,2,"1,600,000",0.3,,,,,,,
2138,-0.45420165,0.610444444,,2,"1,600,000",0.35,,,,,,,
2139,-0.311053341,0.627777778,,2,"1,600,000",0.4,,,,,,,
2140,-0.186715226,0.643555556,,2,"1,600,000",0.45,,,,,,,
2141,-0.186412703,0.655333333,,2,"1,600,000",0.5,,,,,,,
2142,-0.645093944,0.580444444,,2,"1,610,000",0.25,,,,,,,
2143,-0.492247815,0.594666667,,2,"1,610,000",0.3,,,,,,,
2144,-0.414928043,0.610666667,,2,"1,610,000",0.35,,,,,,,
2145,-0.323476035,0.627555556,,2,"1,610,000",0.4,,,,,,,
2146,-0.227401038,0.640888889,,2,"1,610,000",0.45,,,,,,,
2147,-0.204131544,0.651555556,,2,"1,610,000",0.5,,,,,,,
2148,-0.604404597,0.581555556,,2,"1,620,000",0.25,,,,,,,
2149,-0.473802827,0.597555556,,2,"1,620,000",0.3,,,,,,,
2150,-0.428553645,0.614222222,,2,"1,620,000",0.35,,,,,,,
2151,-0.364860462,0.622666667,,2,"1,620,000",0.4,,,,,,,
2152,-0.182245264,0.640444444,,2,"1,620,000",0.45,,,,,,,
2153,-0.16837073,0.653111111,,2,"1,620,000",0.5,,,,,,,
2154,-0.594288668,0.586444444,,2,"1,630,000",0.25,,,,,,,
2155,-0.538239484,0.588222222,,2,"1,630,000",0.3,,,,,,,
2156,-0.413779361,0.612444444,,2,"1,630,000",0.35,,,,,,,
2157,-0.326004544,0.624222222,,2,"1,630,000",0.4,,,,,,,
2158,-0.196434231,0.644666667,,2,"1,630,000",0.45,,,,,,,
2159,-0.164470272,0.655111111,,2,"1,630,000",0.5,,,,,,,
2160,-0.613732678,0.587111111,,2,"1,640,000",0.25,,,,,,,
2161,-0.516592589,0.587555556,,2,"1,640,000",0.3,,,,,,,
2162,-0.425830607,0.611555556,,2,"1,640,000",0.35,,,,,,,
2163,-0.349874078,0.624222222,,2,"1,640,000",0.4,,,,,,,
2164,-0.177287254,0.645333333,,2,"1,640,000",0.45,,,,,,,
2165,-0.161730944,0.652,,2,"1,640,000",0.5,,,,,,,
2166,-0.65823376,0.581111111,,2,"1,650,000",0.25,,,,,,,
2167,-0.558879048,0.581777778,,2,"1,650,000",0.3,,,,,,,
2168,-0.417198155,0.606666667,,2,"1,650,000",0.35,,,,,,,
2169,-0.335767898,0.623555556,,2,"1,650,000",0.4,,,,,,,
2170,-0.164871984,0.639777778,,2,"1,650,000",0.45,,,,,,,
2171,-0.169540186,0.647333333,,2,"1,650,000",0.5,,,,,,,
2172,-0.619722769,0.585555556,,2,"1,660,000",0.25,,,,,,,
