,Score,Accuracy,,Seq,Rows,Train Size,,,,,,,
915,-0.318233159,0.627333333,,1,"1,530,000",0.4,,,,,,,
916,-0.182531983,0.637333333,,1,"1,530,000",0.45,,,,,,,
917,-0.212751143,0.650666667,,1,"1,530,000",0.5,,,,,,,
918,-0.600366545,0.577333333,,1,"1,540,000",0.25,,,,,,,
919,-0.504911684,0.585777778,,1,"1,540,000",0.3,,,,,,,
920,-0.449097547,0.618222222,,1,"1,540,000",0.35,,,,,,,
921,-0.364453623,0.629111111,,1,"1,540,000",0.4,,,,,,,
922,-0.181242821,0.643555556,,1,"1,540,000",0.45,,,,,,,
923,-0.217382898,0.650888889,,1,"1,540,000",0.5,,,,,,,
924,-0.625638744,0.570888889,,1,"1,550,000",0.25,,,,,,,
925,-0.516333564,0.596888889,,1,"1,550,000",0.3,,,,,,,
926,-0.415981813,0.614888889,,1,"1,550,000",0.35,,,,,,,
927,-0.33663229,0.626222222,,1,"1,550,000",0.4,,,,,,,
928,-0.181834793,0.644,,1,"1,550,000",0.45,,,,,,,
929,-0.217751779,0.653555556,,1,"1,550,000",0.5,,,,,,,
930,-0.600544829,0.582444444,,1,"1,560,000",0.25,,,,,,,
931,-0.525931644,0.593555556,,1,"1,560,000",0.3,,,,,,,
932,-0.400227919,0.613777778,,1,"1,560,000",0.35,,,,,,,
933,-0.338790774,0.624222222,,1,"1,560,000",0.4,,,,,,,
934,-0.221862881,0.642444444,,1,"1,560,000",0.45,,,,,,,
935,-0.193941765,0.653555556,,1,"1,560,000",0.5,,,,,,,
936,-0.601074267,0.585777778,,1,"1,570,000",0.25,,,,,,,
937,-0.52286747,0.589555556,,1,"1,570,000",0.3,,,,,,,
938,-0.41856957,0.613333333,,1,"1,570,000",0.35,,,,,,,
939,-0.334438451,0.628888889,,1,"1,570,000",0.4,,,,,,,
940,-0.213890815,0.646,,1,"1,570,000",0.45,,,,,,,
941,-0.190100878,0.654888889,,1,"1,570,000",0.5,,,,,,,
942,-0.623726921,0.578,,1,"1,580,000",0.25,,,,,,,
943,-0.549670008,0.593333333,,1,"1,580,000",0.3,,,,,,,
944,-0.426733334,0.61,,1,"1,580,000",0.35,,,,,,,
945,-0.351100452,0.629777778,,1,"1,580,000",0.4,,,,,,,
946,-0.194914204,0.644888889,,1,"1,580,000",0.45,,,,,,,
947,-0.139426852,0.648222222,,1,"1,580,000",0.5,,,,,,,
948,-0.652270557,0.583777778,,1,"1,590,000",0.25,,,,,,,
949,-0.528783944,0.594888889,,1,"1,590,000",0.3,,,,,,,
950,-0.45038753,0.608444444,,1,"1,590,000",0.35,,,,,,,
951,-0.321853752,0.632222222,,1,"1,590,000",0.4,,,,,,,
952,-0.187463773,0.642666667,,1,"1,590,000",0.45,,,,,,,
953,-0.194426098,0.650222222,,1,"1,590,000",0.5,,,,,,,
954,-0.561745898,0.589777778,,1,"1,600,000",0.25,,,,,,,
955,-0.494783579,0.588444444,,1,"1,600,000",0.3,,,,,,,
956,-0.460240447,0.608444444,,1,"1,600,000",0.35,,,,,,,
957,-0.336634749,0.625777778,,1,"1,600,000",0.4,,,,,,,
958,-0.236231223,0.641555556,,1,"1,600,000",0.45,,,,,,,
959,-0.156939887,0.654,,1,"1,600,000",0.5,,,,,,,
960,-0.616061507,0.590888889,,1,"1,610,000",0.25,,,,,,,
961,-0.547215503,0.596444444,,1,"1,610,000",0.3,,,,,,,
962,-0.375696022,0.613111111,,1,"1,610,000",0.35,,,,,,,
963,-0.336212058,0.629333333,,1,"1,610,000",0.4,,,,,,,
964,-0.162280702,0.643333333,,1,"1,610,000",0.45,,,,,,,
965,-0.18292837,0.655111111,,1,"1,610,000",0.5,,,,,,,
966,-0.614304439,0.586888889,,1,"1,620,000",0.25,,,,,,,
967,-0.52423914,0.592888889,,1,"1,620,000",0.3,,,,,,,
968,-0.38740663,0.611555556,,1,"1,620,000",0.35,,,,,,,
969,-0.329211701,0.622888889,,1,"1,620,000",0.4,,,,,,,
970,-0.189742635,0.639555556,,1,"1,620,000",0.45,,,,,,,
971,-0.231039602,0.649777778,,1,"1,620,000",0.5,,,,,,,
972,-0.583702087,0.582,,1,"1,630,000",0.25,,,,,,,
973,-0.517176134,0.591777778,,1,"1,630,000",0.3,,,,,,,
974,-0.426148452,0.607777778,,1,"1,630,000",0.35,,,,,,,
975,-0.366214199,0.634666667,,1,"1,630,000",0.4,,,,,,,
976,-0.168380611,0.638222222,,1,"1,630,000",0.45,,,,,,,
977,-0.19507326,0.646,,1,"1,630,000",0.5,,,,,,,
978,-0.613086455,0.579555556,,1,"1,640,000",0.25,,,,,,,
979,-0.462917186,0.592444444,,1,"1,640,000",0.3,,,,,,,
980,-0.426786727,0.614666667,,1,"1,640,000",0.35,,,,,,,
981,-0.313969215,0.622666667,,1,"1,640,000",0.4,,,,,,,
982,-0.158132134,0.642444444,,1,"1,640,000",0.45,,,,,,,
983,-0.137415004,0.655777778,,1,"1,640,000",0.5,,,,,,,
984,-0.626363721,0.586888889,,1,"1,650,000",0.25,,,,,,,
985,-0.507031872,0.596444444,,1,"1,650,000",0.3,,,,,,,
986,-0.435116565,0.612666667,,1,"1,650,000",0.35,,,,,,,
987,-0.348101385,0.625555556,,1,"1,650,000",0.4,,,,,,,
988,-0.18797088,0.642222222,,1,"1,650,000",0.45,,,,,,,
989,-0.173139796,0.649111111,,1,"1,650,000",0.5,,,,,,,
990,-0.598237573,0.586222222,,1,"1,660,000",0.25,,,,,,,
991,-0.493982406,0.587555556,,1,"1,660,000",0.3,,,,,,,
992,-0.391456061,0.610888889,,1,"1,660,000",0.35,,,,,,,
993,-0.309200642,0.632666667,,1,"1,660,000",0.4,,,,,,,
994,-0.242454565,0.643777778,,1,"1,660,000",0.45,,,,,,,
995,-0.165979718,0.652,,1,"1,660,000",0.5,,,,,,,
996,-0.579480657,0.579555556,,1,"1,670,000",0.25,,,,,,,
997,-0.462886392,0.591555556,,1,"1,670,000",0.3,,,,,,,
998,-0.422374411,0.610222222,,1,"1,670,000",0.35,,,,,,,
999,-0.328347723,0.626222222,,1,"1,670,000",0.4,,,,,,,
1000,-0.19401349,0.637777778,,1,"1,670,000",0.45,,,,,,,
1001,-0.209742758,0.654444444,,1,"1,670,000",0.5,,,,,,,
1002,-0.623062808,0.582,,1,"1,680,000",0.25,,,,,,,
1003,-0.497047354,0.591333333,,1,"1,680,000",0.3,,,,,,,
1004,-0.445055483,0.609555556,,1,"1,680,000",0.35,,,,,,,
1005,-0.306643211,0.628888889,,1,"1,680,000",0.4,,,,,,,
1006,-0.188326435,0.647777778,,1,"1,680,000",0.45,,,,,,,
1007,-0.131228469,0.648444444,,1,"1,680,000",0.5,,,,,,,
1008,-0.619748088,0.580222222,,1,"1,690,000",0.25,,,,,,,
1009,-0.486153272,0.595555556,,1,"1,690,000",0.3,,,,,,,
1010,-0.459900631,0.600888889,,1,"1,690,000",0.35,,,,,,,
1011,-0.327593067,0.628444444,,1,"1,690,000",0.4,,,,,,,
1012,-0.204389151,0.641555556,,1,"1,690,000",0.45,,,,,,,
1013,-0.190494313,0.649555556,,1,"1,690,000",0.5,,,,,,,
1014,-0.652003367,0.580444444,,1,"1,700,000",0.25,,,,,,,
1015,-0.543054932,0.587555556,,1,"1,700,000",0.3,,,,,,,
1016,-0.409756208,0.612444444,,1,"1,700,000",0.35,,,,,,,
1017,-0.375192344,0.627777778,,1,"1,700,000",0.4,,,,,,,
1018,-0.205464193,0.640888889,,1,"1,700,000",0.45,,,,,,,
1019,-0.165558425,0.655111111,,1,"1,700,000",0.5,,,,,,,
1020,-0.621210932,0.585777778,,1,"1,710,000",0.25,,,,,,,
1021,-0.544827299,0.590222222,,1,"1,710,000",0.3,,,,,,,
1022,-0.440376654,0.618888889,,1,"1,710,000",0.35,,,,,,,
1023,-0.277974252,0.630222222,,1,"1,710,000",0.4,,,,,,,
1024,-0.164473299,0.637555556,,1,"1,710,000",0.45,,,,,,,
1025,-0.139057197,0.652444444,,1,"1,710,000",0.5,,,,,,,
1026,-0.58291141,0.583111111,,1,"1,720,000",0.25,,,,,,,
1027,-0.468772681,0.597111111,,1,"1,720,000",0.3,,,,,,,
1028,-0.450032065,0.614888889,,1,"1,720,000",0.35,,,,,,,
1029,-0.343051332,0.626444444,,1,"1,720,000",0.4,,,,,,,
1030,-0.190475185,0.642444444,,1,"1,720,000",0.45,,,,,,,
1031,-0.166548674,0.655333333,,1,"1,720,000",0.5,,,,,,,
1032,-0.640099684,0.582222222,,1,"1,730,000",0.25,,,,,,,
1033,-0.512258735,0.588888889,,1,"1,730,000",0.3,,,,,,,
1034,-0.45216465,0.614888889,,1,"1,730,000",0.35,,,,,,,
1035,-0.30535704,0.626222222,,1,"1,730,000",0.4,,,,,,,
1036,-0.190748458,0.641111111,,1,"1,730,000",0.45,,,,,,,
1037,-0.170306231,0.648444444,,1,"1,730,000",0.5,,,,,,,
1038,-0.598191875,0.578222222,,1,"1,740,000",0.25,,,,,,,
1039,-0.462575128,0.589777778,,1,"1,740,000",0.3,,,,,,,
1040,-0.41906491,0.606666667,,1,"1,740,000",0.35,,,,,,,
1041,-0.328999853,0.623111111,,1,"1,740,000",0.4,,,,,,,
1042,-0.171350548,0.636888889,,1,"1,740,000",0.45,,,,,,,
1043,-0.205481347,0.649777778,,1,"1,740,000",0.5,,,,,,,
1044,-0.612886881,0.578666667,,1,"1,750,000",0.25,,,,,,,
1045,-0.501486754,0.590222222,,1,"1,750,000",0.3,,,,,,,
1046,-0.422263085,0.608666667,,1,"1,750,000",0.35,,,,,,,
1047,-0.353871315,0.624,,1,"1,750,000",0.4,,,,,,,
1048,-0.217153794,0.639111111,,1,"1,750,000",0.45,,,,,,,
1049,-0.183223151,0.657777778,,1,"1,750,000",0.5,,,,,,,
1050,-0.591821395,0.587333333,,1,"1,760,000",0.25,,,,,,,
1051,-0.454375841,0.592222222,,1,"1,760,000",0.3,,,,,,,
1052,-0.431999081,0.608222222,,1,"1,760,000",0.35,,,,,,,
1053,-0.33241059,0.626444444,,1,"1,760,000",0.4,,,,,,,
1054,-0.180920529,0.642222222,,1,"1,760,000",0.45,,,,,,,
1055,-0.14686867,0.648888889,,1,"1,760,000",0.5,,,,,,,
1056,-0.643563659,0.578444444,,1,"1,770,000",0.25,,,,,,,
1057,-0.556186257,0.583555556,,1,"1,770,000",0.3,,,,,,,
1058,-0.431200998,0.609333333,,1,"1,770,000",0.35,,,,,,,
1059,-0.337693643,0.622444444,,1,"1,770,000",0.4,,,,,,,
1060,-0.150981126,0.653333333,,1,"1,770,000",0.45,,,,,,,
1061,-0.123589794,0.651111111,,1,"1,770,000",0.5,,,,,,,
1062,-0.641919847,0.584,,1,"1,780,000",0.25,,,,,,,
1063,-0.520262314,0.596222222,,1,"1,780,000",0.3,,,,,,,
1064,-0.433709897,0.607333333,,1,"1,780,000",0.35,,,,,,,
1065,-0.28978564,0.625555556,,1,"1,780,000",0.4,,,,,,,
1066,-0.162921689,0.643111111,,1,"1,780,000",0.45,,,,,,,
1067,-0.171960834,0.657111111,,1,"1,780,000",0.5,,,,,,,
1068,-0.61365762,0.576,,1,"1,790,000",0.25,,,,,,,
1069,-0.452058068,0.591555556,,1,"1,790,000",0.3,,,,,,,
1070,-0.437211772,0.610666667,,1,"1,790,000",0.35,,,,,,,
1071,-0.301146168,0.628666667,,1,"1,790,000",0.4,,,,,,,
1072,-0.232180595,0.642222222,,1,"1,790,000",0.45,,,,,,,
1073,-0.178790944,0.650222222,,1,"1,790,000",0.5,,,,,,,
1074,-0.599156713,0.582222222,,1,"1,800,000",0.25,,,,,,,
1075,-0.477863863,0.586,,1,"1,800,000",0.3,,,,,,,
1076,-0.421328783,0.611555556,,1,"1,800,000",0.35,,,,,,,
1077,-0.328131156,0.626888889,,1,"1,800,000",0.4,,,,,,,
1078,-0.141335434,0.640888889,,1,"1,800,000",0.45,,,,,,,
1079,-0.185843875,0.65,,1,"1,800,000",0.5,,,,,,,
1080,-0.610632022,0.585555556,,1,"1,810,000",0.25,,,,,,,
1081,-0.512903911,0.589555556,,1,"1,810,000",0.3,,,,,,,
1082,-0.472024447,0.612444444,,1,"1,810,000",0.35,,,,,,,
1083,-0.297506619,0.630222222,,1,"1,810,000",0.4,,,,,,,
1084,-0.201324934,0.641777778,,1,"1,810,000",0.45,,,,,,,
1085,-0.214253115,0.658444444,,1,"1,810,000",0.5,,,,,,,
1086,-0.586524317,0.582,,1,"1,820,000",0.25,,,,,,,
1087,-0.538199592,0.595777778,,1,"1,820,000",0.3,,,,,,,
1088,-0.381453561,0.613555556,,1,"1,820,000",0.35,,,,,,,
1089,-0.358860223,0.628444444,,1,"1,820,000",0.4,,,,,,,
1090,-0.193896059,0.638666667,,1,"1,820,000",0.45,,,,,,,
1091,-0.166950524,0.661555556,,1,"1,820,000",0.5,,,,,,,
1092,-0.594628265,0.591777778,,1,"1,830,000",0.25,,,,,,,
1093,-0.476936001,0.589333333,,1,"1,830,000",0.3,,,,,,,
1094,-0.444475137,0.602222222,,1,"1,830,000",0.35,,,,,,,
1095,-0.333387352,0.629111111,,1,"1,830,000",0.4,,,,,,,
1096,-0.16440876,0.644666667,,1,"1,830,000",0.45,,,,,,,
1097,-0.172085347,0.652666667,,1,"1,830,000",0.5,,,,,,,
1098,-0.664211947,0.579777778,,1,"1,840,000",0.25,,,,,,,
1099,-0.48655067,0.589555556,,1,"1,840,000",0.3,,,,,,,
1100,-0.451105732,0.611333333,,1,"1,840,000",0.35,,,,,,,
1101,-0.325891765,0.630444444,,1,"1,840,000",0.4,,,,,,,
1102,-0.15370108,0.644444444,,1,"1,840,000",0.45,,,,,,,
1103,-0.172833139,0.654,,1,"1,840,000",0.5,,,,,,,
1104,-0.657886559,0.584888889,,1,"1,850,000",0.25,,,,,,,
1105,-0.513488746,0.595111111,,1,"1,850,000",0.3,,,,,,,
1106,-0.505498321,0.609333333,,1,"1,850,000",0.35,,,,,,,
1107,-0.354674078,0.628222222,,1,"1,850,000",0.4,,,,,,,
1108,-0.172267677,0.644,,1,"1,850,000",0.45,,,,,,,
1109,-0.183773295,0.653111111,,1,"1,850,000",0.5,,,,,,,
1110,-0.621359498,0.580222222,,1,"1,860,000",0.25,,,,,,,
1111,-0.542298715,0.588666667,,1,"1,860,000",0.3,,,,,,,
1112,-0.391211082,0.608444444,,1,"1,860,000",0.35,,,,,,,
1113,-0.338752716,0.629555556,,1,"1,860,000",0.4,,,,,,,
1114,-0.166888966,0.644444444,,1,"1,860,000",0.45,,,,,,,
1115,-0.144296519,0.644,,1,"1,860,000",0.5,,,,,,,
1116,-0.640951185,0.581777778,,1,"1,870,000",0.25,,,,,,,
1117,-0.538948645,0.591777778,,1,"1,870,000",0.3,,,,,,,
1118,-0.398237793,0.615111111,,1,"1,870,000",0.35,,,,,,,
1119,-0.32151889,0.626666667,,1,"1,870,000",0.4,,,,,,,
1120,-0.166836434,0.643333333,,1,"1,870,000",0.45,,,,,,,
1121,-0.175564277,0.647777778,,1,"1,870,000",0.5,,,,,,,
1122,-0.585531746,0.585111111,,1,"1,880,000",0.25,,,,,,,
1123,-0.485734552,0.594666667,,1,"1,880,000",0.3,,,,,,,
1124,-0.429497183,0.608444444,,1,"1,880,000",0.35,,,,,,,
1125,-0.307608317,0.634,,1,"1,880,000",0.4,,,,,,,
1126,-0.186723786,0.640666667,,1,"1,880,000",0.45,,,,,,,
1127,-0.164955634,0.656222222,,1,"1,880,000",0.5,,,,,,,
1128,-0.568915197,0.585555556,,1,"1,890,000",0.25,,,,,,,
1129,-0.553359635,0.590888889,,1,"1,890,000",0.3,,,,,,,
1130,-0.466951433,0.613111111,,1,"1,890,000",0.35,,,,,,,
1131,-0.347912168,0.615555556,,1,"1,890,000",0.4,,,,,,,
1132,-0.189057658,0.644222222,,1,"1,890,000",0.45,,,,,,,
1133,-0.142118273,0.656888889,,1,"1,890,000",0.5,,,,,,,
1134,-0.623970552,0.584222222,,1,"1,900,000",0.25,,,,,,,
1135,-0.515003931,0.592666667,,1,"1,900,000",0.3,,,,,,,
1136,-0.439772054,0.608222222,,1,"1,900,000",0.35,,,,,,,
1137,-0.331407098,0.625111111,,1,"1,900,000",0.4,,,,,,,
1138,-0.176260035,0.642,,1,"1,900,000",0.45,,,,,,,
1139,-0.167197163,0.645555556,,1,"1,900,000",0.5,,,,,,,
1140,-0.628420501,0.579777778,,1,"1,910,000",0.25,,,,,,,
1141,-0.501704541,0.595555556,,1,"1,910,000",0.3,,,,,,,
1142,-0.420567203,0.604222222,,1,"1,910,000",0.35,,,,,,,
1143,-0.315920032,0.632222222,,1,"1,910,000",0.4,,,,,,,
1144,-0.192702459,0.639333333,,1,"1,910,000",0.45,,,,,,,
1145,-0.157351567,0.654666667,,1,"1,910,000",0.5,,,,,,,
1146,-0.606437948,0.579333333,,1,"1,920,000",0.25,,,,,,,
1147,-0.492873778,0.593111111,,1,"1,920,000",0.3,,,,,,,
1148,-0.43671401,0.612222222,,1,"1,920,000",0.35,,,,,,,
1149,-0.351030037,0.626444444,,1,"1,920,000",0.4,,,,,,,
1150,-0.170590814,0.648444444,,1,"1,920,000",0.45,,,,,,,
1151,-0.194399464,0.654222222,,1,"1,920,000",0.5,,,,,,,
1152,-0.634149564,0.586444444,,1,"1,930,000",0.25,,,,,,,
1153,-0.522061516,0.585111111,,1,"1,930,000",0.3,,,,,,,
1154,-0.38664131,0.608444444,,1,"1,930,000",0.35,,,,,,,
1155,-0.295044014,0.626,,1,"1,930,000",0.4,,,,,,,
1156,-0.21993949,0.635111111,,1,"1,930,000",0.45,,,,,,,
1157,-0.228449643,0.650444444,,1,"1,930,000",0.5,,,,,,,
1158,-0.662125653,0.583111111,,1,"1,940,000",0.25,,,,,,,
1159,-0.527770865,0.593555556,,1,"1,940,000",0.3,,,,,,,
1160,-0.467657741,0.609555556,,1,"1,940,000",0.35,,,,,,,
1161,-0.342635269,0.623111111,,1,"1,940,000",0.4,,,,,,,
1162,-0.175043119,0.643111111,,1,"1,940,000",0.45,,,,,,,
1163,-0.199799964,0.650888889,,1,"1,940,000",0.5,,,,,,,
1164,-0.598307623,0.585111111,,1,"1,950,000",0.25,,,,,,,
1165,-0.54777975,0.593111111,,1,"1,950,000",0.3,,,,,,,
1166,-0.476142131,0.611111111,,1,"1,950,000",0.35,,,,,,,
1167,-0.357208656,0.627333333,,1,"1,950,000",0.4,,,,,,,
1168,-0.157589036,0.637333333,,1,"1,950,000",0.45,,,,,,,
1169,-0.173900561,0.647555556,,1,"1,950,000",0.5,,,,,,,
1170,-0.666617921,0.584222222,,1,"1,960,000",0.25,,,,,,,
1171,-0.486361299,0.592666667,,1,"1,960,000",0.3,,,,,,,
1172,-0.433837035,0.610222222,,1,"1,960,000",0.35,,,,,,,
1173,-0.310797106,0.628444444,,1,"1,960,000",0.4,,,,,,,
1174,-0.203630531,0.644222222,,1,"1,960,000",0.45,,,,,,,
1175,-0.172753369,0.652,,1,"1,960,000",0.5,,,,,,,
1176,-0.572165827,0.583555556,,1,"1,970,000",0.25,,,,,,,
1177,-0.499393851,0.589333333,,1,"1,970,000",0.3,,,,,,,
1178,-0.421076719,0.612888889,,1,"1,970,000",0.35,,,,,,,
1179,-0.304882235,0.626888889,,1,"1,970,000",0.4,,,,,,,
1180,-0.19447935,0.639333333,,1,"1,970,000",0.45,,,,,,,
1181,-0.184194188,0.650888889,,1,"1,970,000",0.5,,,,,,,
1182,-0.610480937,0.586,,2,"10,000",0.25,,,,,,,
1183,-0.509043091,0.592,,2,"10,000",0.3,,,,,,,
1184,-0.372218986,0.609777778,,2,"10,000",0.35,,,,,,,
1185,-0.315243956,0.625111111,,2,"10,000",0.4,,,,,,,
1186,-0.174327548,0.632444444,,2,"10,000",0.45,,,,,,,
1187,-0.194274934,0.653777778,,2,"10,000",0.5,,,,,,,
1188,-0.659477891,0.586222222,,2,"20,000",0.25,,,,,,,
1189,-0.50821177,0.598444444,,2,"20,000",0.3,,,,,,,
1190,-0.426073107,0.611111111,,2,"20,000",0.35,,,,,,,
1191,-0.320801242,0.629555556,,2,"20,000",0.4,,,,,,,
1192,-0.191952776,0.641777778,,2,"20,000",0.45,,,,,,,
1193,-0.173019696,0.653111111,,2,"20,000",0.5,,,,,,,
1194,-0.652161494,0.583111111,,2,"30,000",0.25,,,,,,,
1195,-0.599547193,0.588888889,,2,"30,000",0.3,,,,,,,
1196,-0.396048329,0.611555556,,2,"30,000",0.35,,,,,,,
1197,-0.341998735,0.628888889,,2,"30,000",0.4,,,,,,,
1198,-0.209225422,0.638888889,,2,"30,000",0.45,,,,,,,
1199,-0.186858257,0.648888889,,2,"30,000",0.5,,,,,,,
1200,-0.587044436,0.583111111,,2,"40,000",0.25,,,,,,,
1201,-0.447619152,0.591333333,,2,"40,000",0.3,,,,,,,
1202,-0.452663296,0.613777778,,2,"40,000",0.35,,,,,,,
1203,-0.344056521,0.632222222,,2,"40,000",0.4,,,,,,,
1204,-0.193624057,0.646222222,,2,"40,000",0.45,,,,,,,
1205,-0.193153884,0.653333333,,2,"40,000",0.5,,,,,,,
1206,-0.618466426,0.582222222,,2,"50,000",0.25,,,,,,,
1207,-0.505097799,0.592666667,,2,"50,000",0.3,,,,,,,
1208,-0.451329521,0.610444444,,2,"50,000",0.35,,,,,,,
1209,-0.349701746,0.633333333,,2,"50,000",0.4,,,,,,,
1210,-0.152043641,0.633111111,,2,"50,000",0.45,,,,,,,
1211,-0.184570364,0.653333333,,2,"50,000",0.5,,,,,,,
1212,-0.597638454,0.581777778,,2,"60,000",0.25,,,,,,,
1213,-0.50244144,0.591555556,,2,"60,000",0.3,,,,,,,
1214,-0.416577547,0.608666667,,2,"60,000",0.35,,,,,,,
1215,-0.381037089,0.621111111,,2,"60,000",0.4,,,,,,,
1216,-0.171545091,0.643555556,,2,"60,000",0.45,,,,,,,
1217,-0.141272524,0.654,,2,"60,000",0.5,,,,,,,
1218,-0.611076078,0.581111111,,2,"70,000",0.25,,,,,,,
1219,-0.572348386,0.590888889,,2,"70,000",0.3,,,,,,,
1220,-0.434202302,0.614444444,,2,"70,000",0.35,,,,,,,
1221,-0.34021594,0.630444444,,2,"70,000",0.4,,,,,,,
1222,-0.154790638,0.640222222,,2,"70,000",0.45,,,,,,,
1223,-0.206544936,0.648666667,,2,"70,000",0.5,,,,,,,
1224,-0.633329016,0.579555556,,2,"80,000",0.25,,,,,,,
1225,-0.498123639,0.589777778,,2,"80,000",0.3,,,,,,,
1226,-0.431945124,0.606888889,,2,"80,000",0.35,,,,,,,
1227,-0.298800168,0.629777778,,2,"80,000",0.4,,,,,,,
1228,-0.179508808,0.642,,2,"80,000",0.45,,,,,,,
1229,-0.187445505,0.643555556,,2,"80,000",0.5,,,,,,,
1230,-0.614840297,0.584888889,,2,"90,000",0.25,,,,,,,
1231,-0.574653736,0.593777778,,2,"90,000",0.3,,,,,,,
1232,-0.430423475,0.613777778,,2,"90,000",0.35,,,,,,,
1233,-0.33413149,0.628666667,,2,"90,000",0.4,,,,,,,
1234,-0.184867014,0.640222222,,2,"90,000",0.45,,,,,,,
1235,-0.164496808,0.652888889,,2,"90,000",0.5,,,,,,,
1236,-0.608123446,0.585777778,,2,"100,000",0.25,,,,,,,
1237,-0.493696339,0.588222222,,2,"100,000",0.3,,,,,,,
1238,-0.414502657,0.610888889,,2,"100,000",0.35,,,,,,,
1239,-0.35533788,0.624,,2,"100,000",0.4,,,,,,,
1240,-0.185359965,0.645555556,,2,"100,000",0.45,,,,,,,
1241,-0.170047518,0.649111111,,2,"100,000",0.5,,,,,,,
1242,-0.64566261,0.584222222,,2,"110,000",0.25,,,,,,,
1243,-0.586346595,0.595777778,,2,"110,000",0.3,,,,,,,
1244,-0.403768663,0.61,,2,"110,000",0.35,,,,,,,
1245,-0.381752162,0.629777778,,2,"110,000",0.4,,,,,,,
1246,-0.190282613,0.645555556,,2,"110,000",0.45,,,,,,,
1247,-0.182675545,0.651111111,,2,"110,000",0.5,,,,,,,
1248,-0.651411846,0.582888889,,2,"120,000",0.25,,,,,,,
1249,-0.521082371,0.584666667,,2,"120,000",0.3,,,,,,,
1250,-0.45051856,0.609111111,,2,"120,000",0.35,,,,,,,
1251,-0.350699683,0.624222222,,2,"120,000",0.4,,,,,,,
1252,-0.199521915,0.638222222,,2,"120,000",0.45,,,,,,,
1253,-0.187573182,0.650444444,,2,"120,000",0.5,,,,,,,
1254,-0.623810097,0.581333333,,2,"130,000",0.25,,,,,,,
1255,-0.520111805,0.599333333,,2,"130,000",0.3,,,,,,,
1256,-0.434219928,0.607555556,,2,"130,000",0.35,,,,,,,
1257,-0.351658419,0.626222222,,2,"130,000",0.4,,,,,,,
1258,-0.204606,0.640666667,,2,"130,000",0.45,,,,,,,
1259,-0.180808832,0.651777778,,2,"130,000",0.5,,,,,,,
1260,-0.601619064,0.581333333,,2,"140,000",0.25,,,,,,,
1261,-0.500508602,0.594222222,,2,"140,000",0.3,,,,,,,
1262,-0.440141045,0.606444444,,2,"140,000",0.35,,,,,,,
1263,-0.348703472,0.627333333,,2,"140,000",0.4,,,,,,,
1264,-0.198993339,0.640222222,,2,"140,000",0.45,,,,,,,
1265,-0.160979292,0.651777778,,2,"140,000",0.5,,,,,,,
1266,-0.608018954,0.583777778,,2,"150,000",0.25,,,,,,,
1267,-0.512315939,0.589777778,,2,"150,000",0.3,,,,,,,
1268,-0.382096111,0.613555556,,2,"150,000",0.35,,,,,,,
1269,-0.334746158,0.625555556,,2,"150,000",0.4,,,,,,,
1270,-0.177251917,0.641333333,,2,"150,000",0.45,,,,,,,
1271,-0.19118275,0.647333333,,2,"150,000",0.5,,,,,,,
1272,-0.567224063,0.584222222,,2,"160,000",0.25,,,,,,,
1273,-0.459367478,0.591555556,,2,"160,000",0.3,,,,,,,
1274,-0.43404,0.612666667,,2,"160,000",0.35,,,,,,,
1275,-0.322027485,0.622444444,,2,"160,000",0.4,,,,,,,
1276,-0.201582192,0.640444444,,2,"160,000",0.45,,,,,,,
1277,-0.162283848,0.648444444,,2,"160,000",0.5,,,,,,,
1278,-0.5822425,0.582444444,,2,"170,000",0.25,,,,,,,
1279,-0.464912648,0.593111111,,2,"170,000",0.3,,,,,,,
1280,-0.409167954,0.608444444,,2,"170,000",0.35,,,,,,,
1281,-0.344782661,0.626666667,,2,"170,000",0.4,,,,,,,
1282,-0.168432266,0.642666667,,2,"170,000",0.45,,,,,,,
1283,-0.163912466,0.653555556,,2,"170,000",0.5,,,,,,,
1284,-0.675563296,0.580444444,,2,"180,000",0.25,,,,,,,
1285,-0.501424222,0.590222222,,2,"180,000",0.3,,,,,,,
1286,-0.418983663,0.612222222,,2,"180,000",0.35,,,,,,,
1287,-0.353934219,0.629333333,,2,"180,000",0.4,,,,,,,
1288,-0.194595615,0.637777778,,2,"180,000",0.45,,,,,,,
1289,-0.126219188,0.662,,2,"180,000",0.5,,,,,,,
1290,-0.578007056,0.582888889,,2,"190,000",0.25,,,,,,,
1291,-0.479466061,0.593111111,,2,"190,000",0.3,,,,,,,
1292,-0.370216201,0.611777778,,2,"190,000",0.35,,,,,,,
1293,-0.32770695,0.627777778,,2,"190,000",0.4,,,,,,,
1294,-0.203814248,0.635333333,,2,"190,000",0.45,,,,,,,
1295,-0.150081984,0.652666667,,2,"190,000",0.5,,,,,,,
1296,-0.61927808,0.582,,2,"200,000",0.25,,,,,,,
1297,-0.550153324,0.588222222,,2,"200,000",0.3,,,,,,,
1298,-0.392995246,0.617111111,,2,"200,000",0.35,,,,,,,
1299,-0.338873329,0.628222222,,2,"200,000",0.4,,,,,,,
1300,-0.135816255,0.640222222,,2,"200,000",0.45,,,,,,,
1301,-0.212316627,0.651111111,,2,"200,000",0.5,,,,,,,
1302,-0.625921952,0.582888889,,2,"210,000",0.25,,,,,,,
